English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,hero,degree_score,betweenness_score,faction_id,Cross_Index,Loyalty_Score
KRO [DEVIANT],克罗[异变族],非人类,反派,变异,异变族首领，拥有超强再生能力、变形能力、能量吸收和发射，能操控其他异变族。,是,1,异变族,天神族,8,孤傲,KRO [DEVIANT],0.0226032735775526,0.0001634459974593,0,0.6696,0.1172
"CORTEZ, FABIAN",法比安·科尔特斯,男,反派,科技,拥有超强体能、敏捷性和耐力，精通多种格斗技巧，配备高科技装备如能量武器和防护服。,否,0,九头蛇,红骷髅,4,忠诚执行者,"CORTEZ, FABIAN",0.0224473889321901,0.000105106632949,12,0.5609,0.1319
MAN-KILLER/KATRINA L,杀人魔/卡特里娜·L,女,反派,科技,通过强化战斗服获得超级力量、速度和耐力，擅长格斗与暗杀，装备有致命武器。,否,0,无固定阵营（常作为雇佣兵或独立反派）,无,6,孤傲,MAN-KILLER/KATRINA L,0.0226032735775526,0.000170344443964,8,0.618,0.2069
ROMA,罗马,女,正派,魔法,拥有强大的魔法能力，能操控现实、创造维度，是多元宇宙的守护者之一。,否,0,英国队长军团,梅林,8,孤傲,ROMA,0.0226032735775526,0.0001587353100376,12,0.6328,0.3172
TOMBSTONE/LONNIE THO,墓碑/朗尼·汤姆森,男,反派,变异,通过实验获得超强力量、速度、耐力，皮肤如石头般坚硬，牙齿锋利如獠牙。,否,0,无固定阵营，常作为雇佣反派或独立行动,无明确导师,6,孤傲/暴力倾向,TOMBSTONE/LONNIE THO,0.0226032735775526,0.0007145352238942,1,0.7875,0.1103
"JONES, CHARLOTTE",夏洛特·琼斯,女,正派,变异,拥有超强的心灵感应能力，能够读取他人思想并进行精神攻击，同时具备预知未来的潜力。,否,0,X战警,X教授,5,内向谨慎,"JONES, CHARLOTTE",0.0224473889321901,0.0002965381303564,12,0.6362,0.3958
PHOENIX II,凤凰女二代,女,正派,宇宙能量,继承凤凰之力碎片，拥有强大的心灵感应、念动力和能量操控能力，能释放毁灭性宇宙火焰。,否,0,X战警,琴·葛蕾,8,孤傲,PHOENIX II,0.0226032735775526,0.0001511249965565,12,0.6311,0.2966
"LANG, CASSANDRA CASS",凯西·朗,女,正派,科技,使用蚁人战衣，可缩小至亚原子级别并保留正常力量，控制蚂蚁等昆虫，通过皮姆粒子实现大小变化。,是,2,复仇者联盟,斯科特·朗,3,团队核心,"LANG, CASSANDRA CASS",0.0226032735775526,0.0001821107832236,5,0.5908,0.3931
QUICKSAND,流沙,女,反派,变异,能够将身体转化为沙状物质，控制沙子进行攻击、防御和变形，并能通过沙子感知周围环境。,否,0,邪恶大师,暂无明确核心导师,5,孤傲,QUICKSAND,0.0222915042868277,6.555646169350508e-05,8,0.6042,0.2098
LEGION II/DAVID HALL,军团二世/大卫·霍尔,男,反派,变异,拥有超强心灵感应和心灵控制能力，能操纵他人思想、制造幻觉，并能进行精神攻击。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,7,孤傲,LEGION II/DAVID HALL,0.0221356196414653,0.0002166899397044,12,0.5339,0.1127
KARKAS [DEVIANT],卡卡斯[异人族],非人类,中立,变异,拥有超强力量和耐力，皮肤坚硬如岩石，是异人族基因突变产物，智力相对较低。,否,0,异人族,黑蝠王,3,忠诚追随者,KARKAS [DEVIANT],0.0222915042868277,0.0003530533306163,0,0.6449,0.035
GREY GARGOYLE/PAUL P,灰石像鬼/保罗·皮埃尔·杜瓦尔,男,反派,魔法,通过触摸将生物或物体瞬间转化为石头，自身可石化并保持意识活动，拥有超强力量和耐久性。,否,0,无固定阵营，常作为独立反派或临时加入反派组织,无,7,孤傲,GREY GARGOYLE/PAUL P,0.0224473889321901,0.0008570997269279,6,0.5917,0.2222
"GREY, ELAINE",伊莱恩·格雷,女,正派,变异,拥有心灵感应、念动力、能量操控等强大变种能力，潜力巨大但需控制。,否,0,X战警,查尔斯·泽维尔,8,孤傲,"GREY, ELAINE",0.0221356196414653,6.86499158860736e-05,12,0.509,0.4085
CAPTAIN MARVEL III/G,惊奇队长III/G,女,正派,宇宙能量,拥有宇宙能量赋予的飞行、超强力量、能量吸收与释放、超光速飞行及宇宙感知能力。,否,0,复仇者联盟,惊奇队长（卡罗尔·丹弗斯）,7,团队核心,CAPTAIN MARVEL III/G,0.0221356196414653,0.0007728549659617,0,0.7495,0.2676
"DRUMM, JERICHO",杰里科·德拉姆,男,反派,魔法,作为至尊法师的宿敌，精通黑魔法，能召唤恶魔、操控黑暗能量，并拥有强大的魔法攻击和防御能力。,否,0,无固定阵营，常作为独立反派或与黑暗势力合作,无明确导师，自学黑魔法,8,孤傲,"DRUMM, JERICHO",0.0222915042868277,0.0008079732500817,0,0.3476,0.1049
MASTERMIND/JASON WYN,大师/杰森·温,男,反派,变异,拥有强大的心灵感应能力，能制造逼真的幻觉、操控他人思想，并读取记忆。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,8,阴谋家,MASTERMIND/JASON WYN,0.0221356196414653,0.0001318654618224,12,0.617,0.1831
M,M,女,正派,变异,拥有强大的心灵感应能力，能读取、操控他人思维，制造精神攻击，并具备飞行和能量投射能力。,否,0,X战警,X教授,6,孤傲,M,0.0219797349961028,0.000562108926802,12,0.7181,0.234
IRONCLAD,铁甲,男,反派,变异,通过实验获得超强力量、耐力、皮肤硬化能力，能承受极端物理攻击，但精神不稳定。,否,0,邪恶大师,泽莫男爵,6,暴力冲动,IRONCLAD,0.0221356196414653,0.0003158199141675,0,0.5587,0.1901
EBONY,埃博尼,非人类,反派,宇宙能量,拥有强大的宇宙能量操控能力，能进行空间传送、能量投射和精神控制，是灭霸的黑暗使者之一。,是,1,灭霸军团,灭霸,7,冷酷执行者,EBONY,0.0221356196414653,0.0002055924513376,0,0.5054,0.1761
"TOWER, BLAKE",布莱克·托尔,男,反派,科技,拥有高科技装备和武器，擅长战术策划与电子战，具备出色的战斗技巧和领导能力。,否,0,九头蛇,红骷髅,7,孤傲,"TOWER, BLAKE",0.0221356196414653,0.0010104180234649,1,0.7185,0.1197
VALINOR,瓦林诺,非人类,中立,宇宙能量,作为宇宙实体，拥有操控现实、能量投射和跨维度旅行的能力，通常以星球形态存在。,否,0,宇宙实体/独立存在,无,8,孤傲,VALINOR,0.0221356196414653,9.821503936360876e-05,0,0.3063,0.0352
VOLCANA/MARSHA ROSEN,火山女/玛莎·罗森,女,反派,变异,身体可转化为熔岩形态，产生并操控高温岩浆，免疫火焰伤害。,否,0,邪恶大师,暂无明确核心导师,5,孤傲,VOLCANA/MARSHA ROSEN,0.0221356196414653,0.0002341675724042,0,0.4608,0.2535
HAMMERHEAD,锤头,男,反派,科技,通过手术将头骨替换为坚不可摧的金属，拥有超强头部撞击能力，精通街头格斗和枪械使用。,否,0,纽约黑帮/犯罪组织,无明确核心导师,4,冷酷/暴力/黑帮头目,HAMMERHEAD,0.0221356196414653,0.000266316459359,1,0.6945,0.2113
NIGHTMARE/EDVARD HAB,梦魇/爱德华·哈布,非人类,反派,魔法,作为梦之维度的统治者，能操控梦境、入侵他人梦境、制造恐怖幻象，并利用恐惧增强自身力量。,否,0,无固定阵营,无,7,孤傲,NIGHTMARE/EDVARD HAB,0.0221356196414653,0.0006810575519611,2,0.7387,0.0775
MASTER/ESHU,大师/埃舒,男,反派,魔法,作为非洲巫毒神祇，拥有强大的魔法能力，包括变形、操控现实、召唤亡灵和制造幻象。,否,0,无固定核心阵营，常作为独立反派或与巫毒相关角色对抗,无,7,孤傲,MASTER/ESHU,0.0221356196414653,0.0002056667153031,7,0.6157,0.169
KRAVEN THE HUNTER/SE,猎人克莱文/谢尔盖·克拉维诺夫,男,反派,变异,通过饮用神秘药水获得超人类力量、速度、敏捷性和感官，精通狩猎技巧和格斗术，能短暂与动物沟通。,否,0,邪恶六人组,无,7,孤傲,KRAVEN THE HUNTER/SE,0.0219797349961028,0.0002875417441047,1,0.5759,0.1844
SERGEI,谢尔盖,男,反派,科技,通常指代“红卫兵”谢尔盖·克拉维诺夫，苏联时期改造的超级士兵，拥有超人的力量、速度、耐力和格斗技巧。,否,0,苏联超级士兵项目/红卫兵,无明确核心导师,4,孤傲/忠诚于国家,SERGEI,0.0219797349961028,0.0003834858071564,0,0.5646,0.1489
IRON MAN DOPPELGANGE,钢铁侠替身,非人类,反派,科技,由奥创创造的机器人，外形和能力模仿钢铁侠，拥有能量炮、飞行和战斗技能。,否,0,奥创军团,奥创,5,服从指令,IRON MAN DOPPELGANGE,0.0218238503507404,7.182422351909758e-06,7,0.1991,0.0929
"COUNT NEFARIA, LUCHI",卢奇·内法里亚伯爵,男,反派,科技,通过离子能量强化获得超级力量、速度、耐力、飞行能力及能量投射，但依赖设备维持。,否,0,雷霆特工队/邪恶大师,无,8,孤傲,"COUNT NEFARIA, LUCHI",0.0218238503507404,0.000170314828775,0,0.6662,0.1143
RED GUARDIAN V,红色守卫者五号,男,正派,科技,通过苏联超级士兵血清强化，拥有超人的力量、耐力、速度和反应能力，精通各种武器和格斗技巧。,是,1,苏联超级士兵计划,阿列克谢·肖斯塔科夫,4,忠诚战士,RED GUARDIAN V,0.0218238503507404,0.0004246406645835,8,0.5565,0.4071
BOVA,波娃,女,正派,变异,拥有牛头人身，具备超常力量、耐久力和智力，能进行心灵感应和跨维度感知。,否,0,英国队长军团,梅林,3,智慧守护者,BOVA,0.0218238503507404,0.0003029504696916,12,0.6329,0.3929
MADAME MASQUE/GIULIE,面具夫人/朱莉,女,反派,科技/格斗,精通格斗技巧，使用高科技面具和武器，擅长伪装和间谍活动。,否,0,九头蛇/独立反派,无明确导师,6,孤傲/双重间谍,MADAME MASQUE/GIULIE,0.0218238503507404,0.0001229877543837,0,0.7015,0.1286
ANGAR THE SCREAMER/D,尖叫者安加尔/D,男,反派,变异,通过声波攻击，能发出高频尖叫，造成物理伤害和精神干扰，使目标痛苦或失去行动能力。,否,0,无固定核心阵营,无,4,孤傲,ANGAR THE SCREAMER/D,0.021667965705378,0.0002004359558191,0,0.6857,0.2806
S'YM,赛姆,非人类,反派,魔法,恶魔形态，拥有超强力量、耐力、飞行能力，并能操控黑暗能量和召唤恶魔仆从。,否,0,地狱火俱乐部,黑皇后塞勒涅,7,忠诚仆从,S'YM,0.021667965705378,0.000202606865221,12,0.5522,0.1727
PORCUPINE/ALEX GENTR,豪猪/亚历克斯·金特,男,反派,科技,身穿高科技豪猪战甲，具备超强防御、能量发射和近战攻击能力。,否,0,无固定阵营,无,4,孤傲,PORCUPINE/ALEX GENTR,0.0218238503507404,0.0001084877025257,0,0.5156,0.3
ARCLIGHT/PHILLIPA SO,弧光/菲利帕·索,女,反派,变异,通过跺脚或拍手产生强大的地震波，能震碎建筑物、引发地面裂缝，并造成眩晕效果。,否,0,掠夺者,万磁王,6,忠诚追随者,ARCLIGHT/PHILLIPA SO,0.021667965705378,7.199336695755984e-05,12,0.5813,0.2446
STRANGER,陌生人,非人类,反派,宇宙能量,拥有近乎全能的神级力量，包括宇宙能量操控、物质重组、维度旅行、创造生命、心灵感应等，是宇宙级实体。,否,0,无固定阵营,无,10,孤傲,STRANGER,0.0218238503507404,0.0001092521945201,0,0.5501,0.1643
GAMMENON [CELESTIAL],伽玛农[天神],非人类,中立,宇宙能量,作为天神组成员，拥有创造和毁灭星系的宇宙级力量，能操控能量和物质，近乎不朽。,否,0,天神组,无,10,孤傲,GAMMENON [CELESTIAL],0.0215120810600155,0.0001280445868221,0,0.5642,0.058
"MCLAREN, MEGAN",梅根·麦克拉伦,女,反派,科技,精通先进科技装备，擅长使用高科技武器和战术，具备出色的战斗技巧和情报分析能力。,否,0,九头蛇,红骷髅,4,双重间谍,"MCLAREN, MEGAN",0.021667965705378,0.0001231742835634,0,0.4724,0.1583
EXODUS/BENNET DUPARI,出埃及记/本内特·杜帕里,男,反派,变异,拥有强大的心灵感应和心灵控制能力，能进行精神攻击、制造幻象、读取思想，并具备飞行和能量投射能力。,否,0,变种人兄弟会,万磁王,8,狂热信徒,EXODUS/BENNET DUPARI,0.0215120810600155,0.0001211071107248,12,0.559,0.1667
CLOWN/CRAFTY ELIOT F,小丑/狡猾的埃利奥特·F,男,反派,科技,精通各种高科技装备和武器，擅长制造混乱和恐怖袭击，无超自然能力。,否,0,无固定阵营,无,4,孤傲,CLOWN/CRAFTY ELIOT F,0.021667965705378,0.0002510397247832,8,0.6213,0.1223
X-RAY,X射线,男,反派,变异,能够发射高强度X射线，穿透物体并造成伤害，自身对辐射有一定抵抗力。,否,0,无固定核心阵营（常作为雇佣反派或独立行动）,无明确导师,4,孤傲,X-RAY,0.021667965705378,0.0002704232020525,0,0.5517,0.1942
"ROSS, EVERETT KENNET",埃弗雷特·肯尼特·罗斯,男,正派,格斗,无超能力，但精通军事战术、格斗技巧和武器使用，是经验丰富的特种部队指挥官。,是,约3部,美国军方/联合国特别行动组,无明确核心导师,3,纪律严明/忠诚可靠/军方作风,"ROSS, EVERETT KENNET",0.0215120810600155,0.0005597594729066,2,0.6459,0.3261
SLEEPWALKER,梦游者,男,正派,魔法,能够进入并操控他人的梦境，在梦境中拥有超强力量，并能将梦境中的事物部分带入现实。,否,0,午夜之子,奇异博士,4,孤傲,SLEEPWALKER,0.0213561964146531,0.001428964483781,10,0.6179,0.365
BLACK TOM CASSIDY,黑汤姆·卡西迪,男,反派,变异,能控制植物生长，与植物共生并从中汲取能量，增强力量与耐力，可发射能量冲击波。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,6,孤傲,BLACK TOM CASSIDY,0.0215120810600155,0.0003010366820804,12,0.6448,0.1304
COLLECTIVE MAN,集体人,男,反派,变异,由五胞胎兄弟组成，可合体为巨大战士，共享感官与思维，力量、速度、耐力大幅增强。,否,0,人民保卫力量,无,4,团队协作,COLLECTIVE MAN,0.0215120810600155,0.0001598727507827,0,0.1217,0.1304
DEFENSOR,防御者,男,正派,科技,通过高科技装甲获得飞行、能量护盾、能量冲击波和超强防御力，擅长战术分析和团队支援。,否,0,复仇者联盟,托尼·斯塔克,3,团队支援,DEFENSOR,0.0213561964146531,4.25136430380783e-06,0,0.1087,0.6934
"PEREGRINE, LE/FRANCK",游隼/弗兰克·勒,男,反派,科技,使用高科技飞行翼进行空中作战，配备能量武器和增强型装甲，具备出色的飞行机动性和战术打击能力。,否,0,九头蛇,红骷髅,6,忠诚执行者,"PEREGRINE, LE/FRANCK",0.0213561964146531,5.050421362938092e-05,0,0.2135,0.1387
"BANNON, LANCE",兰斯·班农,男,反派,科技,精通先进武器和战术装备，擅长使用高科技武器和装甲进行战斗，具备出色的战略指挥能力。,否,0,九头蛇,红骷髅,6,冷酷高效,"BANNON, LANCE",0.0213561964146531,0.0001772876981177,1,0.6406,0.219
CERISE II [SHI'AR],樱桃二世[希阿],女,正派,宇宙能量,能够操控宇宙能量，形成能量护盾和能量攻击，具备飞行能力，是希阿帝国皇家卫队成员。,否,0,希阿帝国皇家卫队,无明确核心导师,4,忠诚战士,CERISE II [SHI'AR],0.0213561964146531,0.0001322452122787,12,0.487,0.4526
VECTOR,矢量,男,反派,变异,能够控制物体运动的方向和速度，包括子弹、车辆等，使其按自己意愿移动。,否,0,邪恶大师,暂无明确导师,5,孤傲,VECTOR,0.0213561964146531,0.0003022355664596,0,0.5379,0.1971
